step,wall_time,episode_return,ma_return,qos_prob,qos_lambda,sum_rate_mean,rate_common_mean,qos_violation_l1_mean,qos_violation_l2_mean,h_eff_abs_mean_mean,h_eff_abs_R_mean,h_eff_abs_T_mean,phase_entropy_R_mean,phase_entropy_T_mean,phase_var_R_mean,phase_var_T_mean,beta_r_mean_mean,common_power_frac_mean,total_power_W_mean,reward_sr_mean,reward_qos_mean,reward_pwr_mean,qos_satisfied_mean,reward_mean,act_mean,act_std,act_abs_max,act_sat_frac,policy_loss,value_loss,entropy,kl,clipfrac,early_stopped,eval_return_mean,eval_return_std,eval_sum_rate_mean,eval_sum_rate_std,eval_qos_prob,eval_qos_prob_std,eval_rate_common_mean,eval_h_eff_abs_T_mean,eval_phase_entropy_T_mean,eval_common_power_frac_mean,eval_latency_ms_mean,eval_latency_ms_std
15,1.178,2.2189953465251797,2.2780874195900003,0.12,1.6047064390987884,2.1591311354124856,0.326781286824331,0.17401190040480283,0.02768720600020028,1.5119226735911305e-05,1.771100835231603e-05,7.343881886697132e-06,2.520883936828624,2.511786413377327,3.384408168864908,3.607212992552018,0.5022934126853943,0.1954761952534318,0.9999999993108213,0.016193483515593642,-0.0043135764805025244,-1.0458752512931826e-10,0.12,0.044379906930503595,,,,,,,,,,,,,,,,,,,,,,
15,1.183,,,,,,,,,,,,,,,,,,,,,,,,-0.017932582274079324,0.48067516684532163,0.9101853728294372,0.0,,,,,,,,,,,,,,,,,,
16,1.255,2.363226950857132,2.2830956273115963,0.18,1.652847632271752,2.280849625695192,0.42215575415369744,0.15085654314920863,0.02394103370755056,3.161029500766658e-05,3.9893290125399486e-05,6.761309654467867e-06,2.46812499951946,2.525505005404825,3.1144282473946627,3.3757258091368483,0.4969510555267334,0.24518501605838539,1.0000000004470349,0.01710637219271394,-0.0038418330949187528,-8.065253496170046e-11,0.18,0.04726453901714265,,,,,,,,,,,,,,,,,,,,,,
16,1.259,,,,,,,,,,,,,,,,,,,,,,,,-0.025240615755319596,0.4746924042701721,0.9229243636131287,0.00380952380952381,,,,,,,,,,,,,,,,,,
17,1.319,2.1353575641882494,2.274887957138077,0.14,1.7024330612399046,2.265579379223743,0.3588063045346821,0.18963563786201804,0.030460726701724186,3.165895111990429e-05,3.877132646733176e-05,1.0321825077621906e-05,2.4947470145900756,2.5144471062455382,2.6967616826428302,3.0302978230345996,0.5037379902601242,0.20462448358535767,0.9999999887123704,0.01699184534417807,-0.005034694000622176,-5.979090929031371e-11,0.14,0.04270715128376499,,,,,,,,,,,,,,,,,,,,,,
17,1.325,,,,,,,,,,,,,,,,,,,,,,,,0.020528874732553958,0.46878249049186704,0.9133671879768371,0.001904761904761905,,,,,,,,,,,,,,,,,,
18,1.392,2.160235168075465,2.2688535998189923,0.14,1.7535060530771018,2.2157361007990515,0.37351666689430274,0.1765100479544389,0.027392074310016626,1.9024177753890985e-05,2.252411945265663e-05,8.524352657594054e-06,2.4925361336939407,2.4876466714054746,3.1552781667783365,3.3120809236285145,0.5050360190868378,0.21286386597901583,1.0000000047869981,0.016618020755992887,-0.004663317292131255,-1.0235235095024111e-10,0.14,0.043204703361509285,,,,,,,,,,,,,,,,,,,,,,
18,1.392,,,,,,,,,,,,,,,,,,,,,,,,0.0024382115341722967,0.464139324426651,0.9290312051773071,0.00380952380952381,,,,,,,,,,,,,,,,,,
19,1.456,2.3181057902309727,2.271316209339591,0.12,1.806111234669415,2.2621810363717585,0.4176597730035942,0.14053833167889995,0.020554487725820497,3.0632404928268915e-05,3.8149331615070646e-05,8.081624867863725e-06,2.503279998260335,2.4482617130957824,3.557168380475769,2.266591821324448,0.5015693581104279,0.24018915433436633,1.0000000038184225,0.01696635777278819,-0.0036042418645125234,-1.0365620255470277e-10,0.12,0.046362115804619464,,,,,,,,,,,,,,,,,,,,,,
19,1.459,,,,,,,,,,,,,,,,,,,,,,,,-0.02818572986871004,0.48583735823631286,0.9175325751304626,0.001904761904761905,,,,,,,,,,,,,,,,,,
20,1.593,2.2453144843342114,2.2721220850153925,0.18,1.8602945717094976,2.297609113410672,0.4279417160942083,0.16064560565929098,0.02533497652910384,2.3833394560328444e-05,2.9397954262981334e-05,7.1397154523697936e-06,2.5367743952148136,2.479898965899454,2.9589511584315056,3.189290381650157,0.4983839160203934,0.24782090708613397,1.0000000011920929,0.01723206835058004,-0.00457577857393004,-8.996576070785524e-11,0.18,0.04490628968668424,,,,,,,,,,,,,,,,,,,,,,
20,1.598,,,,,,,,,,,,,,,,,,,,,,,,0.008503366797231137,0.4747500061988831,0.9348945379257202,0.005714285714285715,-0.04826145642437041,0.07257345295511186,96.53020191192627,0.060748159885406494,0.41796875,1.0,,,,,,,,,,,,
21,1.66,2.1453702742949563,2.2607196825741958,0.08,1.9161034088607827,2.1115120987954197,0.2857501606194794,0.19144331184993044,0.03187094819530131,1.5864405465857605e-05,1.8259707211074498e-05,8.678500230206924e-06,2.5277887734938513,2.4749042331518347,3.0974065762114065,2.955788116394001,0.501063038110733,0.16850117854774,0.9999999935738743,0.015836340740965647,-0.005928935192295365,-6.277114152908325e-11,0.08,0.042907405485899136,,,,,,,,,,,,,,,,,,,,,,
21,1.66,,,,,,,,,,,,,,,,,,,,,,,,0.0036421287804841995,0.4728605389595032,0.9366999268531799,0.00380952380952381,,,,,,,,,,,,,,,,,,
22,1.729,2.1633835904763683,2.2513594735784856,0.1,1.9735865111266062,2.15649697021348,0.32884203683967955,0.16645006162346201,0.028213797682510148,5.0763326311275786e-05,6.492329884027371e-05,8.283408724282038e-06,2.5345048779410906,2.5026246778342895,3.2230391148501285,3.453778115247494,0.508703156709671,0.1969601007178426,0.9999999979510903,0.016173727276601105,-0.005406055391636615,-7.543712854385378e-11,0.1,0.043267671809527355,,,,,,,,,,,,,,,,,,,,,,
22,1.733,,,,,,,,,,,,,,,,,,,,,,,,-0.0043248580768704414,0.4740545392036438,0.931841254234314,0.001904761904761905,,,,,,,,,,,,,,,,,,
23,1.794,2.1676325628632664,2.241759701196922,0.12,2.0327941064604045,2.149644556236025,0.3171790427613344,0.17465621240790452,0.02923450679477411,3.164622464730797e-05,3.908476263110274e-05,9.330610695923688e-06,2.5162356170121605,2.5100057226131236,3.302365994262503,2.8570354384191763,0.5073513334989548,0.1913187425211072,1.0000000013783574,0.01612233417177019,-0.005769682826960531,-8.754432201385498e-11,0.12,0.04335265125726534,,,,,,,,,,,,,,,,,,,,,,
23,1.799,,,,,,,,,,,,,,,,,,,,,,,,-0.023495838046073914,0.4733069181442261,0.9280326008796692,0.00380952380952381,,,,,,,,,,,,,,,,,,
24,1.865,2.166655103757668,2.2393301705044735,0.06,2.0937779296542165,2.229373604437886,0.3824335083787444,0.15653040425851483,0.024041784967447202,3.9385827935329856e-05,5.018391725978701e-05,6.991559961958399e-06,2.507767638873266,2.5349390113677845,2.997331087738559,3.3667166079053796,0.5041949474811553,0.22218503408133983,1.00000000519678,0.01672030203328414,-0.004887199879061503,-7.906928658485413e-11,0.06,0.043333102075153354,,,,,,,,,,,,,,,,,,,,,,
24,1.867,,,,,,,,,,,,,,,,,,,,,,,,0.028576825559139252,0.4718064904212952,0.9233105182647705,0.001904761904761905,,,,,,,,,,,,,,,,,,
25,1.931,2.227691486587981,2.2441411228513415,0.22,2.1565912675438432,2.183213192326622,0.3657928988292102,0.15350415349128904,0.024215887704250174,4.053928905793023e-05,5.1468293239175735e-05,7.752276514193707e-06,2.498271386870463,2.5236802395922817,3.7091652708008667,3.48044208394097,0.5005622410774231,0.21308425892144442,1.0000000046566129,0.016374098942449667,-0.005070269122214394,-8.847564458847047e-11,0.22,0.04455382973175962,,,,,,,,,,,,,,,,,,,,,,
25,1.934,,,,,,,,,,,,,,,,,,,,,,,,0.00816798061132431,0.4669453322887421,0.941251254081726,0.00380952380952381,,,,,,,,,,,,,,,,,,
26,2.001,2.1171994237449434,2.2434428366710355,0.1,2.2212890055701586,2.273843280205744,0.39176362538955867,0.19183683598405396,0.03343162959013234,2.6539017528767847e-05,3.255021571385214e-05,8.505422973514941e-06,2.4830803190306625,2.4974006990860578,3.819391212697367,3.4285022312875113,0.49713598132133485,0.22312044937163591,0.9999999999254942,0.017053824601543085,-0.007209836043383978,-8.326023817062379e-11,0.1,0.042343988474898876,,,,,,,,,,,,,,,,,,,,,,
26,2.003,,,,,,,,,,,,,,,,,,,,,,,,0.0034975251066498457,0.47063292264938356,0.9436841249465943,0.005714285714285715,,,,,,,,,,,,,,,,,,
27,2.069,1.9732301921699966,2.231804017057626,0.08,2.2879276757372633,2.1304941481935775,0.26411653263435575,0.20645657650515492,0.034953138316900695,2.2196935488637464e-05,2.6023393813182092e-05,1.0717560515003572e-05,2.513047021437879,2.449136344174951,2.903440832710028,2.4148218818396208,0.5071276688575744,0.15929126707836985,0.9999999941140413,0.01597870611145183,-0.007764102185350455,-8.27014446258545e-11,0.08,0.039464603843399934,,,,,,,,,,,,,,,,,,,,,,
27,2.072,,,,,,,,,,,,,,,,,,,,,,,,-0.042176035791635515,0.4879282236099243,0.946895694732666,0.00380952380952381,,,,,,,,,,,,,,,,,,
28,2.135,2.2332076738417412,2.232732495944661,0.1,2.3565655060093813,2.2539007348274684,0.4251288319980576,0.15141218653249663,0.02399595922747351,3.10259770437084e-05,3.805384141942298e-05,9.942383916564698e-06,2.4836947969695746,2.485041310838541,2.5180868343793574,2.608442130007879,0.5064285814762115,0.2388593988120556,1.0000000002980232,0.016904255511206015,-0.005490101922239961,-1.1213123798370362e-10,0.1,0.04466415347683481,,,,,,,,,,,,,,,,,,,,,,
28,2.137,,,,,,,,,,,,,,,,,,,,,,,,0.01498621329665184,0.4836660802364349,0.9296072006225586,0.00380952380952381,,,,,,,,,,,,,,,,,,
29,2.199,2.0760035290226413,2.2179649993501718,0.12,2.4272624711896627,2.2314807013958564,0.3540210700092288,0.17322940024002828,0.027438382671571046,2.2866314021518303e-05,2.7914972759148766e-05,7.720337808626922e-06,2.4946879295963367,2.5001297912676113,3.3938736421529803,3.2526874016154506,0.4978966957330704,0.21173580806702375,0.9999999870359898,0.01673610526046893,-0.006466034614450987,-6.55651092529297e-11,0.12,0.04152007058045284,,,,,,,,,,,,,,,,,,,,,,
29,2.204,,,,,,,,,,,,,,,,,,,,,,,,0.011936001107096672,0.48418542742729187,0.9389551520347595,0.00380952380952381,,,,,,,,,,,,,,,,,,
30,2.342,2.2279259478561193,2.2134259933622458,0.18,2.5000803453253524,2.1724645896311783,0.3628439260756771,0.14491662997750435,0.021567364318276345,3.368911384056089e-05,4.14320181678756e-05,1.0460400858616767e-05,2.516477925096839,2.515211263324451,3.066445339017986,2.7009910545923037,0.4988163214921951,0.20933120131492614,0.9999999952316284,0.01629348442223384,-0.005234965401222719,-6.388872861862183e-11,0.18,0.04455851895712239,,,,,,,,,,,,,,,,,,,,,,
30,2.345,,,,,,,,,,,,,,,,,,,,,,,,0.0205018843524158,0.4754641890525818,0.9322441101074219,0.001904761904761905,-0.053545522037893534,0.05382126534823328,96.54802751541138,0.04546291008591652,0.41796875,1.0,,,,,,,,,,,,
31,2.413,2.0378340130151833,2.19748732030582,0.14,2.5750827556851132,2.2814403558798833,0.41238645408735747,0.18702720750232163,0.029415543866313114,1.5180388937809158e-05,1.7700532539836027e-05,7.619958131728553e-06,2.525725881890233,2.503496620937037,3.1750836344306754,3.34905289841957,0.49623483955860137,0.23364558666944504,1.0000000052899123,0.017110802669099125,-0.007354122306722515,-1.0207295417785645e-10,0.14,0.04075668026030366,,,,,,,,,,,,,,,,,,,,,,
31,2.417,,,,,,,,,,,,,,,,,,,,,,,,0.03783558383584022,0.47794839143753054,0.9341421008110047,0.00380952380952381,,,,,,,,,,,,,,,,,,
32,2.487,2.114221388389383,2.1835278553412905,0.16,2.6523352383556666,2.2170515016221217,0.37998046556317605,0.17703251764353464,0.029488211143822888,3.3632736023836665e-05,4.171068061185624e-05,9.398902259777967e-06,2.5084924758287896,2.4491827192724425,3.5834224738025657,2.4786930773093774,0.5068497055768967,0.21061808463186027,1.0000000005587935,0.016627886262165912,-0.007593458401245991,-9.313225746154787e-11,0.16,0.042284427767787666,,,,,,,,,,,,,,,,,,,,,,
32,2.491,,,,,,,,,,,,,,,,,,,,,,,,-0.0023495216853916647,0.4825543999671936,0.9349756121635437,0.005714285714285715,,,,,,,,,,,,,,,,,,
33,2.554,1.9741737693954042,2.169653502874138,0.12,2.7319052955063365,2.1918461703264422,0.3257309890070018,0.19281437146293334,0.03376409847495019,3.541731720337103e-05,4.391825867603688e-05,9.914492785373483e-06,2.502262270915809,2.514922054112806,3.5702919054348934,3.517660028030583,0.4932342666387558,0.1942740336060524,0.9999999998882413,0.016438846277448314,-0.008955370817642121,-7.189810276031496e-11,0.12,0.03948347538790809,,,,,,,,,,,,,,,,,,,,,,
33,2.558,,,,,,,,,,,,,,,,,,,,,,,,-0.004338597226887941,0.470540326833725,0.9216093063354492,0.00761904761904762,,,,,,,,,,,,,,,,,,
34,2.622,2.2316634073154544,2.1648713833471156,0.22,2.8138624543715265,2.1836078618178187,0.3583758392374452,0.1410760547348825,0.022855077579690852,3.829311683399516e-05,4.845002723303836e-05,7.82238563686552e-06,2.5106943045227257,2.532217166557303,3.4349826088858246,3.1017946539160626,0.5041919046640396,0.20899963837116955,0.9999999988824129,0.016377058963633638,-0.006243790746916558,-7.040798664093018e-11,0.22,0.0446332681463091,,,,,,,,,,,,,,,,,,,,,,
34,2.626,,,,,,,,,,,,,,,,,,,,,,,,-0.01583614684641361,0.4835552453994751,0.9367481946945191,0.00380952380952381,,,,,,,,,,,,,,,,,,
35,2.688,2.089212560690979,2.1583822440554057,0.08,2.8982783280026725,2.174510595471868,0.32952370067939646,0.16559480548411354,0.024075726116468098,3.2928162995472405e-05,4.0913640204486524e-05,8.971731368430058e-06,2.5287892515327104,2.4979261577425476,3.1726591963835307,3.5724438986842357,0.49852566063404086,0.19126646865159272,1.0000000000372529,0.016308829466039013,-0.006774578178086158,-7.413327693939211e-11,0.08,0.04178425121381957,,,,,,,,,,,,,,,,,,,,,,
35,2.692,,,,,,,,,,,,,,,,,,,,,,,,0.016446103155612946,0.47302165627479553,0.9414965629577636,0.001904761904761905,,,,,,,,,,,,,,,,,,
36,2.756,1.9174215188969177,2.1360919724573955,0.06,2.9852266778427525,2.1661227626905992,0.330244303711114,0.18180109899608266,0.02897406433426795,2.8627814496445088e-05,3.5875887720187166e-05,6.883594825218875e-06,2.4712188760819696,2.496994150532132,3.255246552298269,3.3244962010557333,0.495430491566658,0.199729472566396,0.9999999962560833,0.016245920720179493,-0.008397490273416396,-6.882473826408388e-11,0.06,0.03834843037793836,,,,,,,,,,,,,,,,,,,,,,
36,2.76,,,,,,,,,,,,,,,,,,,,,,,,-0.030351667664945126,0.4748908519744873,0.9414568185806275,0.001904761904761905,,,,,,,,,,,,,,,,,,
37,2.822,2.2194014181120383,2.1402941651535845,0.2,3.074783478178035,2.2717966530207407,0.4515194294361342,0.147318776701786,0.023115318056625506,2.6635534059527835e-05,3.31144392421423e-05,7.198818511684429e-06,2.488872208223346,2.5100422881729894,3.255047024524922,3.3947668984502557,0.49785883605480197,0.2549561079218984,1.0000000086426735,0.01703847489765556,-0.006900446412945876,-1.2246891856193546e-10,0.2,0.044388028362240775,,,,,,,,,,,,,,,,,,,,,,
37,2.822,,,,,,,,,,,,,,,,,,,,,,,,0.03155003739520908,0.4629908263683319,0.9311230063438416,0.001904761904761905,,,,,,,,,,,,,,,,,,
38,2.889,1.7381948450982914,2.119192149004726,0.06,3.1670269825233763,2.2167032960450226,0.3002447073638395,0.20660832408144691,0.034510975447574734,4.208134360083342e-05,5.352349949795132e-05,7.754875909479761e-06,2.4468168656247906,2.463371457640384,2.4531512278289815,3.080988965282062,0.4996230763196945,0.17829219922423362,1.0000000064820052,0.01662527472033767,-0.01061137771220106,-1.0617077350616457e-10,0.06,0.03476389690196584,,,,,,,,,,,,,,,,,,,,,,
38,2.892,,,,,,,,,,,,,,,,,,,,,,,,0.023245397582650186,0.4893451273441315,0.94604971408844,0.005714285714285715,,,,,,,,,,,,,,,,,,
39,2.955,1.9753416947640345,2.102053944231378,0.1,3.2620377919990777,2.147951584192212,0.3134398903258907,0.16694504917584077,0.024795503516084193,3.7336134084906545e-05,4.7766750247971214e-05,6.044285595712547e-06,2.5210878745223093,2.5133066019467862,3.1293458628823116,2.9601690906760423,0.4990730679035187,0.19514946155250074,1.0000000120326877,0.01610963688144159,-0.00785280286806919,-1.180917024612427e-10,0.1,0.03950683389528069,,,,,,,,,,,,,,,,,,,,,,
39,2.957,,,,,,,,,,,,,,,,,,,,,,,,0.0022250481182709337,0.47989562153816223,0.9118009448051453,0.0,,,,,,,,,,,,,,,,,,
40,3.097,2.0053150682235477,2.0900539734258454,0.14,3.35989892575905,2.2231696119644506,0.35606248823977765,0.17858916499251623,0.029329735772346655,4.118590340464669e-05,5.162188962653967e-05,9.877944738967753e-06,2.5281735617439978,2.5059321835111357,3.1948480060494897,3.1998646686235035,0.4923147487640381,0.20205834358930588,0.9999999983236194,0.01667377208973338,-0.009567470651874207,-7.338821887969973e-11,0.14,0.04010630136447095,,,,,,,,,,,,,,,,,,,,,,
40,3.101,,,,,,,,,,,,,,,,,,,,,,,,0.008540828106924891,0.469855809211731,0.9336907386779785,0.001904761904761905,-0.04900385485962033,0.055678270873613656,96.55599641799927,0.04587024077773094,0.3740234375,1.0,,,,,,,,,,,,
