episode_return,sum_rate,qos_satisfied,qos_lambda,h_eff_abs_T,phase_entropy_T,rate_common,common_power_frac,ma_return
2.2291969708181907,2.179510922110461,0.18,1.03,6.0663956810533215e-06,2.5389683373192256,0.3351871272214522,0.20422471057623626,2.2291969708181907
2.373418323118885,2.287883689511512,0.18,1.0609,8.674713048967699e-06,2.463464305233924,0.4275216357404721,0.2414860436692834,2.301307646968538
2.3505877703905815,2.1850581886888105,0.16,1.092727,7.162536491869947e-06,2.502791100235713,0.3782372390617851,0.21615192636847497,2.3177343547758857
2.359628010494529,2.2206754929362846,0.16,1.1255088100000001,1.0392865562417528e-05,2.511601552938999,0.3603514632988507,0.20483887189999223,2.3282077687055467
2.2152457176066505,2.1397263263446833,0.1,1.1592740743,8.293169866557062e-06,2.529329844149795,0.30246489670512966,0.18362481839954853,2.3056153584857677
2.131472439650615,2.2366105727047043,0.06,1.1940522965290001,8.438799772397273e-06,2.5079055547160856,0.3191628060651011,0.18534950133413075,2.276591538679909
2.1311651473510587,2.1777321172387425,0.1,1.2298738654248702,7.429399413216888e-06,2.4704592833257073,0.3280420005049264,0.19337052889168263,2.2558163399186446
2.2060065844381853,2.152438914337376,0.1,1.2667700813876164,7.766511829644192e-06,2.51241203851353,0.30373814778790714,0.1844382192566991,2.249590120483587
2.2146380961010586,2.2281622966126027,0.06,1.304773183829245,7.283396307782047e-06,2.527454190446981,0.3912724498126499,0.22386138375848533,2.245706562218862
2.3713534609124167,2.2295064592555165,0.18,1.3439163793441222,7.975029508563444e-06,2.498524575107031,0.3921373882904266,0.2250941501930356,2.258271252088217
2.3187060676146447,2.27764235874432,0.2,1.384233870724446,9.001809418362631e-06,2.5100281039447907,0.4003131428040042,0.22191028233617544,2.2637653262269835
2.3566074741436958,2.2083435374905154,0.14,1.4257608868461793,8.941923295387656e-06,2.5111507912345257,0.3824932850849993,0.22075416389852762,2.2715021718867097
2.3934106876799692,2.1809429257314785,0.24,1.4685337134515648,7.3988724772563185e-06,2.489870809915975,0.3631444505000465,0.21068164128810168,2.2808797500246527
