step,wall_time,episode_return,ma_return,qos_prob,qos_lambda,noise_sigma,sum_rate_mean,rate_common_mean,qos_violation_l1_mean,qos_violation_l2_mean,h_eff_abs_mean_mean,h_eff_abs_R_mean,h_eff_abs_T_mean,phase_entropy_R_mean,phase_entropy_T_mean,phase_var_R_mean,phase_var_T_mean,beta_r_mean_mean,common_power_frac_mean,total_power_W_mean,reward_sr_mean,reward_qos_mean,reward_pwr_mean,qos_satisfied_mean,reward_mean,act_mean,act_std,act_abs_max,act_sat_frac,eval_return_mean,eval_return_std,eval_sum_rate_mean,eval_sum_rate_std,eval_qos_prob,eval_qos_prob_std,eval_rate_common_mean,eval_h_eff_abs_T_mean,eval_phase_entropy_T_mean,eval_common_power_frac_mean,eval_latency_ms_mean,eval_latency_ms_std,critic_loss_0,critic_gradnorm_0,critic_loss_1,critic_gradnorm_1,critic_loss_2,critic_gradnorm_2,actor_loss_0,actor_gradnorm_0,actor_loss_1,actor_gradnorm_1,actor_loss_2,actor_gradnorm_2
5,0.349,2.1135837165367755,2.073378439763101,0.06,1.1940522965290001,0.39825000000000005,2.2984438722109197,0.36409959072177167,0.235374871549725,0.04284279899751941,2.7250190286076814e-05,3.421337673726803e-05,6.360630932503169e-06,2.521238551791245,2.5002669004082385,3.1364943966704977,3.2350003016907056,0.4993342912197113,0.2142927030287683,1.0000000073947013,0.017238329041581898,-0.004966654614827029,-9.601935744285586e-11,0.06,0.04227167433073551,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0.357,,,,,,,,,,,,,,,,,,,,,,,,,-0.021753904153592886,0.5680862307548523,0.9884808182716369,0.047619047619047616,,,,,,,,,,,,,,,,,,,,,,,,
6,0.4,2.108755770630192,2.0784323441726853,0.12,1.2298738654248702,0.39795833333333336,2.28815487872401,0.38277165300262994,0.22636904471101968,0.041757351013702856,3.311711200473493e-05,4.240401912332131e-05,5.256390648975764e-06,2.5171063047965663,2.4979609850583895,3.414344379936366,2.8690335126208413,0.49998494863510135,0.22024749033153057,0.9999999964609743,0.017161161590430078,-0.0049860460874879475,-9.033828973770143e-11,0.12,0.04217511541260383,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,0.405,,,,,,,,,,,,,,,,,,,,,,,,,0.008118466753512622,0.5734328866004944,0.9892290353775024,0.039999999999999994,,,,,,,,,,,,,,,,,,,,,,,,
7,0.452,2.163322673109342,2.0890436352897677,0.1,1.2667700813876164,0.39766666666666667,2.2301589462962363,0.3884687022759135,0.21270499774796559,0.03829448426568756,3.919525637411857e-05,5.0612596846167896e-05,4.943234957970604e-06,2.5300414234909536,2.5058245355895066,3.065002580667228,3.4413906880163676,0.49882185459136963,0.23019659841433168,1.0000000045821071,0.016726192097221773,-0.004709738538829304,-9.620562195777893e-11,0.1,0.04326645346218685,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,0.456,,,,,,,,,,,,,,,,,,,,,,,,,0.03678802670910954,0.5787168741226196,0.9887140989303589,0.05523809523809524,,,,,,,,,,,,,,,,,,,,,,,,
8,0.51,1.9178850122894349,2.070026010511953,0.08,1.304773183829245,0.39737500000000003,2.288613173333751,0.34350875154877797,0.27343253655591715,0.051760762030843434,6.195992618017355e-05,8.089789387009512e-05,5.1460231104087736e-06,2.535959421760732,2.508025653549888,2.9516103198999235,3.4173954177910377,0.5016389900445938,0.2038118998333812,1.00000000144355,0.017164598800003133,-0.00655689847304966,-8.116476237773897e-11,0.08,0.03835770024578871,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,0.515,,,,,,,,,,,,,,,,,,,,,,,,,0.015983659029006957,0.5894177317619324,0.9943224787712097,0.060952380952380945,,,,,,,,,,,,,,,,,,,,,,,,
9,0.558,1.9220614523579655,2.055229554696554,0.08,1.3439163793441222,0.39708333333333334,2.1726246728187597,0.3015976082740259,0.2571918587950743,0.05060999111954498,2.8605929192393115e-05,3.6688920194163406e-05,4.356956187082236e-06,2.5321237694509775,2.499055476303464,3.188690346764125,2.820256414058574,0.5068565410375595,0.1900355354696512,0.9999999935552478,0.0162946850461407,-0.006603455924661852,-7.43195414543152e-11,0.08,0.03844122904715931,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,0.562,,,,,,,,,,,,,,,,,,,,,,,,,-0.0009297307580709458,0.5525111734867096,0.9908276915550231,0.045714285714285714,,,,,,,,,,,,,,,,,,,,,,,,
10,0.606,2.101539159013973,2.0594395187254104,0.06,1.384233870724446,0.3967916666666667,2.2860042861086445,0.37072553358374877,0.21888043161795123,0.03991504914009556,5.099021012198359e-05,6.56693596943809e-05,6.9527614047916225e-06,2.5231468228311655,2.5296266778335603,3.4063337256610002,3.377979799585633,0.5033239299058914,0.21175292259082198,1.0000000162236393,0.017145032145814833,-0.0053642488321699955,-1.3336539268493654e-10,0.06,0.042030783180279446,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,0.607,,,,,,,,,,,,,,,,,,,,,,,,,-0.031121938046999274,0.5768944144248962,0.9947564840316773,0.05904761904761905,,,,,,,,,,,,,,,,,,,,,,,,
11,0.654,1.9884498418414098,2.0535237123184102,0.14,1.4257608868461793,0.3965,2.231810613864026,0.30797889602098233,0.24340505674447158,0.046737641847205316,2.882444427780097e-05,3.676768078916686e-05,4.994734743703308e-06,2.497488414653598,2.5140487547950805,2.9806714903758564,2.8393964230090183,0.5105577492713929,0.19258827928453684,1.0000000020489097,0.0167385796039802,-0.006469582688268987,-7.888302206993104e-11,0.14,0.03976899683682819,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,0.659,,,,,,,,,,,,,,,,,,,,,,,,,-0.01364956023171544,0.5758184194564819,0.9812775135040284,0.03238095238095238,,,,,,,,,,,,,,,,,,,,,,,,
12,0.7,1.9940961073860044,2.0489523580928406,0.08,1.4685337134515648,0.39620833333333333,2.2690269052439036,0.347527882123888,0.2462071232500457,0.044788573136579315,2.4491529292938264e-05,3.08129601921708e-05,5.527236595240625e-06,2.5243566811036535,2.514223236197765,3.1221847029540175,2.983862347019653,0.5008121299743652,0.20470303835347295,0.9999999918416143,0.01701770178932928,-0.00638577957557843,-6.603077054023744e-11,0.08,0.039881922147720086,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,0.706,,,,,,,,,,,,,,,,,,,,,,,,,-0.013456564210355283,0.56977379322052,0.9815140724182129,0.051428571428571435,,,,,,,,,,,,,,,,,,,,,,,,
13,0.751,2.052192541876168,2.0491837997916496,0.08,1.512589724855112,0.3959166666666667,2.2756799661206304,0.3803771694409178,0.22770109603034705,0.04101879817188975,2.866384863434847e-05,3.647503451242467e-05,5.230291000119881e-06,2.501150201660559,2.5066295786240946,2.68313995177416,3.4640166725475625,0.4994097447395325,0.22217142002657056,1.0000000139325858,0.017067599745904726,-0.00602374880006855,-1.0831281542778016e-10,0.08,0.04104385083752336,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,0.756,,,,,,,,,,,,,,,,,,,,,,,,,0.023330434551462532,0.5805657863616943,0.9890165686607361,0.05333333333333333,,,,,,,,,,,,,,,,,,,,,,,,
14,0.802,1.9265182251459128,2.041006094815267,0.1,1.5579674166007653,0.395625,2.219685848600031,0.31641631828841904,0.24548763892426692,0.043748011788925,3.4956522210630575e-05,4.475540292799416e-05,5.5598800585398024e-06,2.516975015296931,2.5121521474906787,2.958105541590236,2.9491140267026923,0.4963739514350891,0.18921663219109178,0.9999999943003058,0.016647643864500232,-0.0066172793114768255,-5.010515451431275e-11,0.1,0.03853036450291825,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,0.806,,,,,,,,,,,,,,,,,,,,,,,,,0.031165041401982306,0.5795340538024902,0.9820072650909424,0.03047619047619048,,,,,,,,,,,,,,,,,,,,,,,,
15,0.848,2.1377550583730276,2.047052905037627,0.12,1.6047064390987884,0.39533333333333337,2.3376484106613327,0.41402609260383755,0.207413667539554,0.038686700119573605,3.0342291248576202e-05,3.8465089316626766e-05,5.97389704442452e-06,2.5062072084945815,2.5072473122427765,3.3835146725468057,3.405073347972155,0.5052787244319916,0.2402635214664042,0.9999999949894846,0.01753236307996,-0.00602726182421006,-8.828938007354737e-11,0.12,0.04275510116746055,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,0.856,,,,,,,,,,,,,,,,,,,,,,,,,0.011557648703455926,0.5802509546279907,0.9890636205673218,0.05904761904761905,,,,,,,,,,,,,,,,,,,,,,,,
16,0.9,1.957143458491354,2.041764114064317,0.04,1.652847632271752,0.3950416666666667,2.3891522597462007,0.41802472813350783,0.24375339263426746,0.04378229249638704,2.1973318947803797e-05,2.7306054747062392e-05,5.975111550028017e-06,2.5052611845397066,2.500071393888865,3.02566054760523,3.6843279296185263,0.49539873003959656,0.2364407578110695,1.000000003799796,0.017918641948096507,-0.007025772668745889,-1.0952353477478028e-10,0.04,0.03914286916982708,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,0.905,,,,,,,,,,,,,,,,,,,,,,,,,-0.005599766969680786,0.5834723711013794,0.9892859339714051,0.045714285714285714,,,,,,,,,,,,,,,,,,,,,,,,
17,0.946,1.858610813351791,2.0315889306913983,0.08,1.7024330612399046,0.39475000000000005,2.246820425461511,0.3035779584297636,0.2697218291162551,0.04948391295648918,4.916837387290636e-05,6.368104421716713e-05,5.630362840124069e-06,2.5216980551839736,2.49659691629781,3.3467833954071864,3.1264887872559304,0.5068529653549194,0.18120866833254695,0.9999999982491136,0.016851153190961334,-0.00817893683656746,-8.73580574989319e-11,0.08,0.03717221626703582,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,0.953,,,,,,,,,,,,,,,,,,,,,,,,,-0.0024081104900687935,0.5970398306846618,0.994853162765503,0.05714285714285714,,,,,,,,,,,,,,,,,,,,,,,,
18,1.0,1.9509459562332643,2.0273445636146543,0.08,1.7535060530771018,0.39445833333333336,2.195409763681295,0.31429959795891743,0.2313503554767754,0.04227275770443065,3.0511167044448823e-05,3.8730844063370125e-05,5.852135987684891e-06,2.5135458449539967,2.513372246696604,3.398940344188994,3.134140011577814,0.4892139959335327,0.18750602079555392,0.9999999956041574,0.01646557322760971,-0.007196654030580663,-7.23637640476227e-11,0.08,0.039018919124665284,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,1.004,,,,,,,,,,,,,,,,,,,,,,,,,0.026706295600160957,0.5664307236671448,0.9842141032218933,0.05142857142857142,,,,,,,,,,,,,,,,,,,,,,,,
19,1.046,1.993487760613388,2.025651723464591,0.08,1.806111234669415,0.39416666666666667,2.411609164193957,0.4168736088813905,0.21734626101635487,0.03973361492360333,4.415445420059773e-05,5.666323640681917e-05,6.628107581933403e-06,2.508297112339621,2.5073580252418735,3.3510606617693095,3.0710675339961866,0.4941199386119843,0.23623077649623156,1.000000006183982,0.018087068731454676,-0.006967313427917312,-9.12696123123169e-11,0.08,0.03986975521226776,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,1.052,,,,,,,,,,,,,,,,,,,,,,,,,-0.018586646392941476,0.5770897388458252,0.9922816157341003,0.05142857142857142,,,,,,,,,,,,,,,,,,,,,,,,
20,1.091,1.7952922567247207,2.0144235769957235,0.02,1.8602945717094976,0.39387500000000003,2.172449645579958,0.24630067343540044,0.26195360479792545,0.049208082643604385,3.8063637101483865e-05,4.9075012434127655e-05,5.0295111035524756e-06,2.5160429414994114,2.5156583922481057,3.7144382970849943,3.6309646624307708,0.4994171446561813,0.15735995812341572,1.0000000089779497,0.016293372341849684,-0.008887527089915496,-1.1743977665901183e-10,0.02,0.035905845134494414,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,1.101,,,,,,,,,,,,,,,,,,,,,,,,,-0.0050698852981440725,0.5671749114990234,0.9950817346572876,0.04571428571428572,,,,,,,,,,,,,,,,,,,,,,,,
21,1.147,2.023138950682828,2.0099536811015826,0.12,1.9161034088607827,0.39358333333333334,2.3567597900373487,0.38190770006866737,0.2238976105218973,0.04011686895347389,3.5176545381884026e-05,4.4818819968701204e-05,6.249721621432497e-06,2.4990401033440275,2.4569121076234253,3.023906815258542,3.4659393049530633,0.5026343387365341,0.22568371118977665,0.999999994840473,0.017675698425280117,-0.007462919354812875,-5.68106770515442e-11,0.12,0.040462779013656566,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,1.152,,,,,,,,,,,,,,,,,,,,,,,,,-0.0024629540741443632,0.567289388179779,0.9931516408920288,0.0419047619047619,,,,,,,,,,,,,,,,,,,,,,,,
22,1.196,1.8274732500834951,1.9946620947375995,0.04,1.9735865111266062,0.3932916666666667,2.311632059644218,0.3315476862097585,0.2575404489568872,0.04716747190284341,2.2288854404602177e-05,2.826555207779013e-05,4.3587613850383245e-06,2.5402725143838754,2.4855138812433335,2.9287276771156026,3.738281266991144,0.5105802869796753,0.20478485573083163,0.999999998062849,0.01733724044733164,-0.009037775370038345,-7.562339305877686e-11,0.04,0.03654946500166991,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,1.201,,,,,,,,,,,,,,,,,,,,,,,,,0.010747619858011603,0.5802123427391053,0.985068929195404,0.0419047619047619,,,,,,,,,,,,,,,,,,,,,,,,
23,1.246,1.944741457266061,1.989471692546238,0.06,2.0327941064604045,0.393,2.1872881740622208,0.32933642196581586,0.21915580078482466,0.039318428797264195,2.8862928168329585e-05,3.649892513909363e-05,5.954937256037459e-06,2.497965783451883,2.5067260358798897,2.9414051548827205,3.211264999130161,0.5031908887624741,0.19179804995656013,0.9999999957159161,0.016404661305466656,-0.007759832071297252,-8.884817361831666e-11,0.06,0.03889482914532123,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,1.251,,,,,,,,,,,,,,,,,,,,,,,,,0.008847042359411717,0.5622081995010376,0.9888993501663208,0.05333333333333333,,,,,,,,,,,,,,,,,,,,,,,,
24,1.292,1.7252759939917781,1.9751134727999442,0.06,2.0937779296542165,0.3927083333333334,2.3316061775996157,0.3345310991730399,0.26205481472083914,0.04910249542836441,1.8867921228483384e-05,2.339720101259254e-05,5.280081876155916e-06,2.4065498663091187,2.4571102971912206,2.045795098473071,2.641627541344005,0.5011009019613266,0.20111254097893835,1.0000000095181167,0.017487046331997116,-0.009981526331927816,-1.202337443828583e-10,0.06,0.03450551987983556,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,1.296,,,,,,,,,,,,,,,,,,,,,,,,,-0.00857902765274048,0.5745449781417846,0.9914343118667602,0.04761904761904762,,,,,,,,,,,,,,,,,,,,,,,,
25,1.341,1.8317436567655465,1.9610214698113828,0.14,2.1565912675438432,0.3924166666666667,2.4038822051654365,0.4301527201913071,0.25300813841687575,0.046061443043028935,2.8389514696579287e-05,3.6203640750314906e-05,4.947136535372432e-06,2.4965315105468338,2.499875342784703,3.010932620772785,3.0627524326184146,0.5148775774240494,0.24909115629270673,1.0000000100396573,0.018029116538740772,-0.009644243285151876,-1.182779669761658e-10,0.14,0.03663487313531093,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,1.347,,,,,,,,,,,,,,,,,,,,,,,,,0.013568297401070595,0.5650450229644776,0.9902399778366089,0.047619047619047616,,,,,,,,,,,,,,,,,,,,,,,,
26,1.391,1.8952846862467074,1.9503479155922085,0.12,2.2212890055701586,0.392125,2.2901254379710316,0.38285029229284,0.23669646285660992,0.04530412013566342,3.243623985680569e-05,4.136581971465238e-05,5.647500283265612e-06,2.5105360511782093,2.4909614959684943,3.1711176065338815,2.7915643539120993,0.49406077146530153,0.2170482661947608,0.9999999943561853,0.017175940784782736,-0.009770246986832893,-7.301568984985353e-11,0.12,0.03790569372493416,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,1.396,,,,,,,,,,,,,,,,,,,,,,,,,-0.016580586694180964,0.5761589407920837,0.9932866573333741,0.07238095238095238,,,,,,,,,,,,,,,,,,,,,,,,
27,1.436,1.9209962409821948,1.9382315939858508,0.06,2.2879276757372633,0.39183333333333337,2.1701603725427576,0.33537799003504143,0.20939232257662138,0.036493575912324785,3.86586290796168e-05,4.9527194820906046e-05,6.0529318557490864e-06,2.494603584692211,2.492101623166198,2.9518473590751415,3.3433375031319224,0.5006801742315292,0.1897898381203413,0.9999999987706542,0.01627620279407068,-0.008106277894798702,-7.962808012962342e-11,0.06,0.0384199248196439,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,1.442,,,,,,,,,,,,,,,,,,,,,,,,,-0.02829830478876829,0.5541420817375183,0.9898146748542785,0.05714285714285714,,,,,,,,,,,,,,,,,,,,,,,,
28,1.486,1.83489008372114,1.9340818475574362,0.12,2.3565655060093813,0.3915416666666667,2.324413262694575,0.3571079373481745,0.2406885813320603,0.0447361068353824,4.227945333798053e-05,5.446674375901492e-05,5.717582074877339e-06,2.5141687821137806,2.53639322155492,3.536578881057421,3.1746426532815715,0.511089624762535,0.21000018782913685,1.0000000088475645,0.01743309947020931,-0.010235297693341035,-1.0244548320770265e-10,0.12,0.0366978016744228,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,1.491,,,,,,,,,,,,,,,,,,,,,,,,,-0.010347057692706585,0.5811883211135864,0.9899180650711059,0.05142857142857142,,,,,,,,,,,,,,,,,,,,,,,,
29,1.535,1.8316816786072239,1.9295628588698992,0.08,2.4272624711896627,0.39125000000000004,2.2756943082889594,0.3595948901994438,0.23476938549821927,0.043215746117906066,4.0859466442721385e-05,5.268510848475914e-05,5.3825403166080916e-06,2.5055419576490423,2.4921963471059687,3.2208267593016506,3.4616620154649054,0.49027479767799376,0.216325451657176,0.9999999972060323,0.017067707312167196,-0.010184073661791629,-7.82310962677002e-11,0.08,0.03663363357214447,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,1.54,,,,,,,,,,,,,,,,,,,,,,,,,-0.0071030760183930395,0.5798058986663819,0.9955882668495178,0.05523809523809523,,,,,,,,,,,,,,,,,,,,,,,,
30,1.582,1.5640461467309505,1.9026882082557486,0.04,2.5000803453253524,0.39095833333333335,2.206560598346764,0.25128534538005676,0.2865282668584366,0.056723496737582896,4.2499923025338136e-05,5.465498400564076e-05,6.034740084430273e-06,2.512097693406695,2.5196360186790865,3.5294849471139997,3.516967560517319,0.5003837931156159,0.15605235313996674,0.9999999919161201,0.016549204487600735,-0.013768281486578422,-6.640329957008362e-11,0.04,0.03128092293461902,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,1.588,,,,,,,,,,,,,,,,,,,,,,,,,0.027501318976283072,0.5663358211517334,0.992763876914978,0.05523809523809524,,,,,,,,,,,,,,,,,,,,,,,,
31,1.631,1.9747873154461297,1.9020050819359846,0.12,2.5750827556851132,0.39066666666666666,2.219115357527968,0.3625702435017502,0.19710036797100866,0.036589299338948576,4.479530243725856e-05,5.780274076734429e-05,5.772987447001346e-06,2.509747707936503,2.5071931686727362,3.408624138148835,3.0587374761254837,0.501510945558548,0.21018051272258162,0.9999999855086208,0.016643365181459764,-0.009147618812653123,-5.988404154777528e-11,0.12,0.0394957463089226,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,1.636,,,,,,,,,,,,,,,,,,,,,,,,,0.03093427177518606,0.5900484919548035,0.9852589249610901,0.049523809523809526,,,,,,,,,,,,,,,,,,,,,,,,
32,1.678,1.8213675249609615,1.8933686528147322,0.08,2.6523352383556666,0.390375,2.261591182043159,0.3271718755767725,0.2332441217219873,0.043822216017953004,3.519338509666733e-05,4.4310805500704766e-05,7.841123884555036e-06,2.5153961237627787,2.5122568018499423,3.2616357129250413,2.9231837712637696,0.49543663442134855,0.1852004735916853,0.9999999977275729,0.016961933865323697,-0.011284583278373872,-8.77305865287781e-11,0.08,0.03642735049921924,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,1.683,,,,,,,,,,,,,,,,,,,,,,,,,-0.027425147127360106,0.5558326482772827,0.9924877047538757,0.04380952380952381,,,,,,,,,,,,,,,,,,,,,,,,
33,1.727,1.8058688373741523,1.8810524675896314,0.1,2.7319052955063365,0.39008333333333334,2.209876827458034,0.32381249560317515,0.22910039242702462,0.042252198106676075,4.45050726967378e-05,5.725411858040243e-05,6.257935045743918e-06,2.498183360788979,2.5237821393880204,3.518064123435617,3.3081129002664245,0.49100811779499054,0.18318576250225305,0.9999999967031181,0.01657407620593526,-0.011206699393632152,-6.482005119323731e-11,0.1,0.036117376747483054,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,1.73,,,,,,,,,,,,,,,,,,,,,,,,,0.008549543842673302,0.5675698161125183,0.9941361427307129,0.04571428571428572,,,,,,,,,,,,,,,,,,,,,,,,
34,1.776,1.7434939920066381,1.8719012559326675,0.12,2.8138624543715265,0.3897916666666667,2.2915465104767945,0.38882870002329534,0.22044935710221747,0.0395940478777154,2.8925186893340046e-05,3.665572335227081e-05,5.733577516547737e-06,2.49251099779875,2.504916953540727,3.055904514513718,2.6212523504707392,0.5027288264036178,0.22616047194227576,1.0000000006891787,0.01718659882857596,-0.010816718906766214,-8.167698979377748e-11,0.12,0.03486987984013276,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,1.781,,,,,,,,,,,,,,,,,,,,,,,,,0.01118568554520607,0.57223140001297,0.9875823259353638,0.045714285714285714,,,,,,,,,,,,,,,,,,,,,,,,
35,1.822,1.7172557751532271,1.8508762917716777,0.08,2.8982783280026725,0.3895,2.3986602831517314,0.4185755448850727,0.2425842316400838,0.04493764969721262,3.80396260331426e-05,4.8503348601304845e-05,6.648458328655863e-06,2.510453467636669,2.4647308954912095,3.4062332452279094,3.740411198914395,0.5071911907196045,0.2314160656556487,1.0000000046938657,0.017989952123637982,-0.01264483652706866,-9.350478649139407e-11,0.08,0.034345115503064544,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,1.826,,,,,,,,,,,,,,,,,,,,,,,,,0.013106347108259798,0.5719038009643554,0.9899615287780762,0.045714285714285714,,,,,,,,,,,,,,,,,,,,,,,,
36,1.871,1.5340810751933587,1.8297231726067777,0.06,2.9852266778427525,0.3892083333333334,2.223056229257808,0.32312948400969044,0.2635536431025239,0.050862265377652836,3.117115828164774e-05,3.984316169446094e-05,5.155148043208147e-06,2.5135540420574647,2.4771287487633837,3.1423240738598976,3.5199740680766207,0.5096615695953369,0.19485800176858903,0.999999995213002,0.01667292171943356,-0.014741300145717189,-6.98491930961609e-11,0.06,0.030681621503867183,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,1.876,,,,,,,,,,,,,,,,,,,,,,,,,0.02400995958596468,0.5666954040527343,0.9939674973487854,0.05904761904761905,,,,,,,,,,,,,,,,,,,,,,,,
37,1.921,1.896097175537506,1.8315974907160637,0.12,3.074783478178035,0.3889166666666667,2.1641086463709573,0.3534170532022138,0.20190338014606674,0.03788278909246576,3.8550028818945326e-05,4.9711771958975935e-05,5.0647993988535305e-06,2.4993096857875305,2.491198934144577,3.5031243749554375,3.8342591495606486,0.5022113132476806,0.20644913284108043,0.9999999981187284,0.01623081484778218,-0.01130887126299192,-7.404014468193056e-11,0.12,0.037921943510750115,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,1.93,,,,,,,,,,,,,,,,,,,,,,,,,0.034651347994804384,0.5805085062980652,0.9862264156341553,0.05142857142857142,,,,,,,,,,,,,,,,,,,,,,,,
